gene_name	gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
LINC00954	ENSG00000228784.10	42.04414	0.03258834	0.29055627	0.8377946	0.9158721
TRIM8-DT	ENSG00000272933.1	24.16881	0.03162256	0.21059916	0.8378119	0.9158721
TBCCD1	ENSG00000113838.14	507.4872	0.02223394	0.11912301	0.8378786	0.9158947
FAIM2	ENSG00000135472.10	447.3783	0.03194963	0.3286739	0.838228	0.916176
EGFL8	ENSG00000241404.8	9179.643	-0.03267863	0.26352313	0.838185	0.916176
MFSD14B	ENSG00000148110.18	2501.593	0.02479105	0.13764288	0.8384007	0.9163144
PINX1	ENSG00000254093.10	206.9805	-0.02920298	0.17722899	0.8384527	0.9163209
ENSG00000306644	ENSG00000306644.1	38.54466	0.03247214	0.24616431	0.838736	0.9165801
ZNF496-DT	ENSG00000289234.3	258.6812	-0.02872512	0.17270125	0.8387998	0.9165996
WASHC1	ENSG00000181404.18	213.9515	-0.03175185	0.21953405	0.839106	0.9168838
MACF1	ENSG00000127603.32	17342.96	0.03122798	0.20809786	0.8391771	0.9169111
USP22	ENSG00000124422.13	6219.748	-0.02482789	0.139033	0.83934	0.916938
HNRNPUL2-BSCL2	ENSG00000234857.2	693.7626	-0.03237796	0.28127854	0.8392544	0.916938
LINC02361	ENSG00000256576.4	19.26586	0.03240734	0.2760699	0.8392947	0.916938
STX8	ENSG00000170310.16	737.6669	0.0251084	0.14139446	0.8395023	0.9170651
FDX1	ENSG00000137714.4	633.6703	-0.02531595	0.14313367	0.8395907	0.9170686
POU3F1	ENSG00000185668.8	1532.067	-0.03110282	0.35729498	0.8395978	0.9170686
CPZ	ENSG00000109625.20	84.46364	-0.03130695	0.34610207	0.8397925	0.917231
NEFM	ENSG00000104722.14	152.9845	0.03118836	0.35065214	0.8399101	0.9172932
GJC1	ENSG00000182963.12	1933.661	0.03230361	0.25614572	0.8399417	0.9172932
SUSD2	ENSG00000099994.12	227.8152	-0.03202683	0.299833	0.8400006	0.9173073
PCDHA4	ENSG00000204967.13	112.1573	-0.03078063	0.36675801	0.8400599	0.9173217
SMYD2	ENSG00000143499.15	564.8635	-0.02918726	0.18095597	0.8402819	0.9175137
IRF1	ENSG00000125347.16	1668.669	0.03112248	0.21095834	0.8404266	0.917571
MAU2	ENSG00000129933.22	1451.814	0.02931717	0.18280088	0.8404007	0.917571
ZFP64	ENSG00000020256.21	343.472	-0.02507229	0.14267394	0.8407524	0.9177789
ZNF212	ENSG00000170260.10	284.4848	-0.02671279	0.15648486	0.8407554	0.9177789
ATP13A3-DT	ENSG00000233058.4	83.50801	-0.03215559	0.25699959	0.8406795	0.9177789
CCDC90B	ENSG00000137500.11	1416.871	0.02663311	0.15613486	0.8409946	0.9179897
RECQL	ENSG00000004700.17	2127.217	-0.02608515	0.15172855	0.8412682	0.9182379
CARHSP1	ENSG00000153048.12	1546.156	0.03091247	0.21129982	0.8415692	0.9184241
GVINP1	ENSG00000254838.8	158.5598	0.02850617	0.42055844	0.8415307	0.9184241
ENSG00000289586	ENSG00000289586.3	141.5731	0.02848131	0.17553898	0.8415772	0.9184241
EIF2S2P4	ENSG00000128692.8	28.22373	0.03125852	0.221529	0.8419308	0.9184955
ALDH1A2	ENSG00000128918.16	221.0158	-0.03191784	0.25504845	0.8417979	0.9184955
KIFC3	ENSG00000140859.17	2130.762	-0.03191648	0.25348867	0.8417631	0.9184955
SLFN5	ENSG00000166750.11	5537.259	-0.03169223	0.23529564	0.8416891	0.9184955
NR2F2	ENSG00000185551.16	8086.953	0.03006101	0.19721239	0.8419658	0.9184955
FAM229A	ENSG00000225828.2	191.8236	0.03060262	0.20618939	0.8418535	0.9184955
ENSG00000289126	ENSG00000289126.3	13.70651	-0.03157743	0.23258046	0.8419553	0.9184955
WHAMM	ENSG00000156232.8	496.1333	-0.02539536	0.14695352	0.8420226	0.9185071
VPS13A	ENSG00000197969.14	2375.451	0.03119454	0.22062483	0.8420893	0.9185296
ENSG00000151303	ENSG00000151303.13	220.9612	0.03134508	0.31559164	0.8422663	0.9186219
CAP1P1	ENSG00000240809.1	40.11472	0.03098032	0.21594616	0.8422565	0.9186219
SRBD1	ENSG00000068784.14	863.5628	-0.02744163	0.16629599	0.8425145	0.9186235
SMARCE1	ENSG00000073584.21	4242.853	-0.02421537	0.13828175	0.8426347	0.9186235
PPP2R5D	ENSG00000112640.17	1203.416	0.02652505	0.15727695	0.8423716	0.9186235
ATP1A4	ENSG00000132681.17	27.43236	0.03123027	0.31818644	0.8426371	0.9186235
DOCK10	ENSG00000135905.21	2806.373	-0.03080221	0.21296728	0.8425098	0.9186235
PDSS1	ENSG00000148459.17	88.44639	0.02993177	0.19695281	0.842551	0.9186235
SMPD1	ENSG00000166311.11	1261.577	-0.03110995	0.22074823	0.8425336	0.9186235
PRKCE	ENSG00000171132.15	656.8836	-0.03044927	0.20507514	0.8423336	0.9186235
PABPC5	ENSG00000174740.8	145.6186	-0.03011841	0.20070652	0.8427701	0.9187182
S100A16	ENSG00000188643.12	1592.315	-0.03120005	0.2254399	0.8428623	0.9187684
ASH1L-AS1	ENSG00000235919.6	132.8037	-0.02952833	0.19189735	0.8429093	0.9187693
AGPAT3	ENSG00000160216.21	2529.879	-0.02620358	0.15547986	0.8430991	0.9189258
SETDB2	ENSG00000136169.18	1072.825	0.02841473	0.17807	0.8431491	0.91893
MYOF	ENSG00000138119.18	8068.37	-0.02794491	0.17291005	0.8432259	0.9189634
HOXB4	ENSG00000182742.6	185.0194	-0.03127193	0.30409506	0.8434309	0.9190357
LINC01144	ENSG00000281912.1	22.00482	0.03007748	0.20207209	0.8433867	0.9190357
ENSG00000285238	ENSG00000285238.2	166.4809	0.02862135	0.41098563	0.8433869	0.9190357
SF3B6	ENSG00000115128.8	1236.182	-0.02821323	0.17718389	0.8438341	0.9193241
POLN	ENSG00000130997.16	70.69397	0.03138772	0.2417974	0.8437584	0.9193241
HIGD1B	ENSG00000131097.8	20.47217	-0.03132912	0.29310355	0.843812	0.9193241
ZNF440	ENSG00000171295.13	490.0395	0.02770875	0.17194051	0.844043	0.919426
RNASEH1	ENSG00000171865.11	1492.636	-0.02238143	0.12619989	0.8440564	0.919426
ZNF497-AS2	ENSG00000268049.1	33.61545	-0.02966585	0.19736968	0.8440662	0.919426
ENSG00000284294	ENSG00000284294.3	20.18377	0.03104325	0.3104539	0.8441252	0.9194399
AP1M1	ENSG00000072958.10	1093.193	0.02477569	0.1450385	0.8444195	0.9195096
ARHGEF10L	ENSG00000074964.18	1377.686	0.02954179	0.19596613	0.8442516	0.9195096
SAP18	ENSG00000150459.14	2558.022	0.02710389	0.16613841	0.84434	0.9195096
ENSG00000258653	ENSG00000258653.3	22.39043	-0.03138353	0.25102557	0.8442835	0.9195096
ENSG00000291041	ENSG00000291041.2	48.26132	0.03122047	0.23974936	0.8444203	0.9195096
DNM1P41	ENSG00000280038.1	35.32408	0.03126589	0.28612337	0.8444734	0.9195171
ENSG00000290569	ENSG00000290569.2	300.2072	0.03128617	0.24779792	0.8446208	0.9196273
KCNC4	ENSG00000116396.15	692.1022	-0.02980826	0.20179286	0.8446887	0.919651
CCNK	ENSG00000090061.18	1011.07	0.02114008	0.11834439	0.8449406	0.9197742
LRP2BP	ENSG00000109771.17	116.1534	0.03011694	0.20844768	0.8449083	0.9197742
MRPL30	ENSG00000185414.21	1036.29	0.02290901	0.13097957	0.8449021	0.9197742
DENND1A	ENSG00000119522.19	740.7894	-0.0284889	0.18330901	0.8450651	0.9198595
TMEM163	ENSG00000152128.14	178.0897	-0.0309487	0.30112944	0.8452071	0.9199637
MVP	ENSG00000013364.20	3490.645	-0.02891124	0.18976702	0.8453742	0.9200953
ST6GALNAC3	ENSG00000184005.12	414.312	0.03115179	0.2532711	0.8454897	0.9201706
INPP5K	ENSG00000132376.21	1318.676	0.02692625	0.16672762	0.8456717	0.9202222
RNF128	ENSG00000133135.15	44.56571	-0.03061229	0.3183813	0.8456758	0.9202222
MS4A14	ENSG00000166928.11	395.1409	-0.03110036	0.27648105	0.8456537	0.9202222
MYO18A	ENSG00000196535.21	4887.064	0.02520922	0.15063377	0.8457846	0.9202741
ENSG00000303859	ENSG00000303859.1	25.38809	-0.03048263	0.32485157	0.8458161	0.9202741
PROSER2	ENSG00000148426.14	332.9206	0.03089075	0.23813465	0.8459033	0.9203044
TMEM208	ENSG00000168701.19	315.9343	-0.02926345	0.19697859	0.8460288	0.9203044
ENSG00000273046	ENSG00000273046.1	36.03471	-0.02934572	0.37722551	0.8459382	0.9203044
ENSG00000285053	ENSG00000285053.1	56.00568	-0.03095513	0.28610382	0.8459934	0.9203044
DISC1	ENSG00000162946.24	2590.83	0.03002248	0.21174701	0.8461712	0.9204089
SEC31B	ENSG00000075826.18	541.1609	-0.02958129	0.2039459	0.846463	0.9205754
KHDC4	ENSG00000132680.12	1167.069	0.02534875	0.15282668	0.8464302	0.9205754
ENSG00000283515	ENSG00000283515.1	32.44869	-0.03035927	0.3249735	0.8464182	0.9205754
SEPTIN7P9	ENSG00000291056.2	41.57618	0.03093772	0.25559965	0.8465935	0.920667
MAP3K1	ENSG00000095015.7	2651.442	-0.02976344	0.20881438	0.8467945	0.9206748
SET	ENSG00000119335.19	10927.13	0.02600773	0.15968743	0.8468916	0.9206748
SPOP	ENSG00000121067.20	1448.96	-0.0184777	0.10240584	0.8469724	0.9206748
PCDH10	ENSG00000138650.9	1441.297	-0.03084363	0.27867926	0.8468359	0.9206748
MED9	ENSG00000141026.6	300.7828	-0.02150715	0.12260362	0.846651	0.9206748
C5orf34	ENSG00000172244.10	57.95185	0.02799261	0.18159832	0.8470116	0.9206748
NEB	ENSG00000183091.21	625.0664	0.03067867	0.23896246	0.8470171	0.9206748
TSPYL1	ENSG00000189241.8	2680.542	0.02255939	0.13054616	0.846856	0.9206748
ENSG00000253392	ENSG00000253392.5	22.17898	0.03023785	0.22063848	0.8468686	0.9206748
DOCK9-DT	ENSG00000260992.1	17.28742	0.03078923	0.24856982	0.8470885	0.9207021
SPATA13	ENSG00000182957.17	9167.385	0.02920132	0.19992495	0.847264	0.9208426
UNC5CL	ENSG00000124602.11	48.65049	-0.02994458	0.21536429	0.8473421	0.9208771
GPR63	ENSG00000112218.10	22.22634	0.03077166	0.2551673	0.8473952	0.9208846
EXD2	ENSG00000081177.20	1187.746	-0.02459801	0.1477574	0.8474937	0.9209413
GTPBP6	ENSG00000178605.16	355.7571	0.02825091	0.40001757	0.8477432	0.9211621
ENSG00000266918	ENSG00000266918.1	74.19403	-0.03066461	0.27180464	0.8479016	0.921284
CTDNEP1	ENSG00000175826.13	2230.44	-0.02886378	0.19669904	0.8480162	0.9213083
ZNF703	ENSG00000183779.7	831.7238	0.02949284	0.20818628	0.8480166	0.9213083
LAMTOR5	ENSG00000134248.15	966.2246	0.02610747	0.16282156	0.8481545	0.9214078
GOLGA8O	ENSG00000206127.11	305.3012	0.03051103	0.28076593	0.8483863	0.921559
ENSG00000271833	ENSG00000271833.1	10.77655	0.03058778	0.26739416	0.848349	0.921559
RARRES2	ENSG00000106538.11	2657.407	0.03033565	0.29533854	0.8485573	0.9216609
ENSG00000231204	ENSG00000231204.8	80.20745	0.02902784	0.3698908	0.8485728	0.9216609
PSMG3	ENSG00000157778.10	354.0813	-0.02923702	0.20632453	0.8488538	0.9219158
BLVRA	ENSG00000106605.12	576.8705	-0.02687421	0.17311352	0.8492573	0.922296
ENSG00000299185	ENSG00000299185.1	13.87293	0.03036893	0.27391074	0.8492965	0.922296
RTKN	ENSG00000114993.17	2342.605	0.02852122	0.19568925	0.8494756	0.9224401
ZNF20	ENSG00000132010.16	50.46446	-0.02976636	0.22252992	0.8495401	0.9224598
TGFBR3	ENSG00000069702.12	3868.138	0.03026127	0.27579955	0.8497714	0.9226103
ENSG00000282057	ENSG00000282057.1	63.49377	0.03029309	0.2709665	0.8497326	0.9226103
MFF	ENSG00000168958.22	1639.685	0.01846585	0.10470433	0.8499214	0.9226441
CCDC194	ENSG00000269720.3	24.26227	-0.02981555	0.31382095	0.849946	0.9226441
ENSG00000273080	ENSG00000273080.3	18.77193	-0.02993682	0.23172398	0.849958	0.9226441
ENSG00000280800	ENSG00000280800.1	1919.687	-0.02163037	0.48820975	0.849988	0.9226441
KIAA2013	ENSG00000116685.18	1133.57	0.02665294	0.17242517	0.8501503	0.92277
PPT2-EGFL8	ENSG00000258388.7	354.6417	0.0294959	0.219288	0.8503424	0.9229281
LINC01266	ENSG00000224957.8	147.8929	0.02917608	0.3465808	0.8504303	0.9229731
MITF	ENSG00000187098.19	760.4927	0.02936962	0.2168713	0.8505303	0.9230313
ENSG00000285728	ENSG00000285728.4	31.27108	0.02954263	0.22301959	0.8507342	0.9232023
UBE2M	ENSG00000130725.9	785.987	0.02879138	0.20500569	0.8507914	0.923214
DNMT3A	ENSG00000119772.20	1315.265	-0.02547285	0.16154778	0.8510832	0.9234803
SMAD6	ENSG00000137834.16	284.5325	-0.02951038	0.22763659	0.8515649	0.9238813
PLEKHG4	ENSG00000196155.14	708.8934	0.02969963	0.23618684	0.8515921	0.9238813
ENSG00000294400	ENSG00000294400.1	18.08453	0.02994227	0.26351164	0.8515277	0.9238813
YKT6	ENSG00000106636.10	2117.441	0.02609072	0.16919526	0.8516844	0.9239311
H2AC14	ENSG00000276368.2	55.42561	0.02866078	0.35757931	0.8519023	0.9241171
AAMDC	ENSG00000087884.17	400.2637	-0.02681608	0.17836071	0.8519948	0.9241671
CEP78	ENSG00000148019.15	732.3027	0.0261655	0.17113223	0.8522323	0.9243239
CA5BP1	ENSG00000290746.2	191.908	-0.02560268	0.16491816	0.8522089	0.9243239
ANO6	ENSG00000177119.18	5808.579	-0.02678825	0.17916588	0.8524955	0.9244658
ENSG00000242861	ENSG00000242861.1	17.49324	0.02974654	0.26258047	0.852485	0.9244658
ENSG00000280145	ENSG00000280145.4	546.8306	0.02952296	0.29615634	0.8525025	0.9244658
TARBP1	ENSG00000059588.11	1810.248	-0.02627485	0.17395474	0.8529759	0.9246352
FYB1	ENSG00000082074.20	3300.861	-0.02958995	0.25085596	0.8530519	0.9246352
GGA2	ENSG00000103365.17	2183.537	0.02164753	0.13064708	0.8530606	0.9246352
GOSR2	ENSG00000108433.17	1829.912	0.02131121	0.1282384	0.8532491	0.9246352
HINT3	ENSG00000111911.8	1127.64	0.02586997	0.16922405	0.8529393	0.9246352
PRKD3	ENSG00000115825.12	4041.415	0.02618138	0.17325861	0.8531669	0.9246352
GDPD2	ENSG00000130055.15	28.79696	0.02846681	0.35669008	0.8529806	0.9246352
HADHB	ENSG00000138029.15	3345.747	-0.02298955	0.14179225	0.8531798	0.9246352
CHEK1	ENSG00000149554.16	102.4858	0.02918113	0.22775129	0.8532151	0.9246352
CCDC71	ENSG00000177352.11	497.9585	0.02713591	0.18568068	0.8532627	0.9246352
UTP11	ENSG00000183520.13	820.8142	-0.02613178	0.17174728	0.8527202	0.9246352
RPS27L	ENSG00000185088.15	2989.917	0.02827677	0.20418786	0.853215	0.9246352
ENSG00000293441	ENSG00000293441.2	57.67821	0.02925495	0.23000297	0.8531317	0.9246352
LINC02724	ENSG00000181908.6	64.56382	0.0295494	0.27231977	0.8533392	0.9246676
GLMN	ENSG00000174842.18	176.317	0.02735161	0.18917908	0.8534075	0.9246913
RAPGEF5	ENSG00000136237.20	1928.101	-0.02925331	0.30086107	0.8535596	0.924769
HINFP	ENSG00000172273.14	467.4003	0.02247714	0.13798791	0.8535721	0.924769
VAMP7	ENSG00000292366.2	757.7038	-0.02892439	0.22177889	0.8536237	0.9247745
MED28	ENSG00000118579.13	2160.124	-0.02091946	0.12577994	0.8537471	0.9248578
KCNQ3	ENSG00000184156.18	1637.483	0.02891666	0.22285288	0.8538319	0.9248994
FAM234B	ENSG00000084444.15	216.31	-0.02423141	0.15462683	0.8542491	0.9251431
PIGS	ENSG00000087111.23	1379.355	0.02624423	0.17646753	0.8542894	0.9251431
MROH8	ENSG00000101353.16	80.39863	0.02750109	0.19401433	0.8542652	0.9251431
SERPINB6	ENSG00000124570.22	4905.758	-0.02620555	0.17586976	0.8542349	0.9251431
SCN11A	ENSG00000168356.13	45.20187	-0.02938903	0.26240194	0.8542328	0.9251431
PCDHB5	ENSG00000113209.9	178.1888	-0.02904935	0.30385262	0.8543843	0.9251956
LINC02985	ENSG00000256546.5	19.76399	0.02933269	0.25826146	0.8544828	0.9252518
ENSG00000279495	ENSG00000279495.1	116.304	0.02926136	0.24865409	0.8545771	0.9253036
ARCN1	ENSG00000095139.16	5368.361	0.02069117	0.12520907	0.8548126	0.9253349
KDM5C	ENSG00000126012.15	2961.936	0.02748836	0.19544353	0.8547864	0.9253349
PRDM8	ENSG00000152784.17	90.37975	0.0289343	0.30568298	0.8548385	0.9253349
METTL23	ENSG00000181038.15	469.952	-0.02312111	0.14521866	0.8548159	0.9253349
ENSG00000297814	ENSG00000297814.1	21.9646	0.02813105	0.20762184	0.8548169	0.9253349
UBE2QL1	ENSG00000215218.4	49.1641	0.02887671	0.30858621	0.8549383	0.9253926
WARS2	ENSG00000116874.13	437.3422	0.02432557	0.15688649	0.8550601	0.9254237
SOSTDC1	ENSG00000171243.8	392.2374	-0.02689986	0.39911447	0.8550362	0.9254237
AKAP17A	ENSG00000292343.2	445.5252	-0.02708341	0.39309543	0.8551526	0.9254735
COA1	ENSG00000106603.21	1167.44	-0.01886025	0.11207827	0.855214	0.9254896
GHRL	ENSG00000157017.17	41.78418	-0.02909979	0.24743442	0.8553157	0.9255259
LINC01311	ENSG00000260924.4	31.33239	-0.02899216	0.23949208	0.8553589	0.9255259
HSPE1-MOB4	ENSG00000270757.1	78.64147	0.02822023	0.3449916	0.855387	0.9255259
INTS6	ENSG00000102786.16	1781.144	0.02576682	0.17322579	0.8554506	0.9255443
PTCD1	ENSG00000106246.19	310.2122	0.02475118	0.16205215	0.8555336	0.9255838
AP2A2	ENSG00000183020.16	2049.322	-0.02298043	0.14515789	0.8556474	0.9256566
CKAP2L	ENSG00000169607.14	66.77936	0.02903754	0.24961693	0.8557136	0.9256779
METAP1D	ENSG00000172878.15	329.025	0.02521506	0.16756025	0.8557918	0.9257122
ENSG00000286340	ENSG00000286340.4	27.04187	-0.02885183	0.23829242	0.8559557	0.9258391
MAPK1	ENSG00000100030.16	5310.125	-0.02437723	0.15933728	0.8561835	0.9259861
CHRNA5	ENSG00000169684.14	32.53229	0.02877596	0.29424172	0.8562777	0.9259861
ZNF556	ENSG00000172000.7	18.68264	-0.0284183	0.32292509	0.8562168	0.9259861
ENSG00000267655	ENSG00000267655.1	11.69642	0.02895445	0.25463633	0.8562728	0.9259861
ZNF30	ENSG00000168661.16	214.0997	-0.02361878	0.15208753	0.856331	0.9259934
TIRAP	ENSG00000150455.16	464.2461	0.02197782	0.13789231	0.8567171	0.9261089
SYCP2L	ENSG00000153157.14	52.35498	0.02851672	0.30899347	0.8566913	0.9261089
NEU3	ENSG00000162139.11	420.9397	-0.02486196	0.16538662	0.8566819	0.9261089
VCAM1	ENSG00000162692.13	659.0146	0.02877789	0.28668836	0.8566327	0.9261089
UBA7	ENSG00000182179.14	1656.663	-0.02662794	0.18765703	0.8567043	0.9261089
ENSG00000271795	ENSG00000271795.1	39.08753	0.02889021	0.25900599	0.8566562	0.9261089
PFKFB2	ENSG00000123836.16	1571.062	0.02558509	0.17391554	0.856775	0.9261212
STRAP	ENSG00000023734.12	2165.348	0.02490694	0.16652291	0.857011	0.9262892
PPP1R3C	ENSG00000119938.9	140.2211	0.02876698	0.27761512	0.8570281	0.9262892
TOB1	ENSG00000141232.6	2281.24	-0.0277429	0.20965849	0.8572624	0.9262892
HOXB2	ENSG00000173917.11	210.4936	-0.02872614	0.27610143	0.857273	0.9262892
OXCT2P1	ENSG00000237624.1	19.6528	0.0276619	0.35480869	0.8572543	0.9262892
ENSG00000247134	ENSG00000247134.9	378.8897	0.02878619	0.2566276	0.8571351	0.9262892
LINC01126	ENSG00000279873.3	88.41845	-0.02774716	0.20993509	0.857302	0.9262892
ENSG00000291112	ENSG00000291112.2	300.2113	-0.02790928	0.2138602	0.8573028	0.9262892
PPAT	ENSG00000128059.9	366.8922	0.0249782	0.16800151	0.8573521	0.9262922
ENSG00000310496	ENSG00000310496.1	104.3759	0.02857637	0.29017272	0.8574625	0.9263611
MED4	ENSG00000136146.16	1231.341	0.02258346	0.14446188	0.8576359	0.9264982
NFYC	ENSG00000066136.22	916.1557	0.02119914	0.13282404	0.8578542	0.9265432
POP4	ENSG00000105171.11	592.5947	-0.02444021	0.16295793	0.8578174	0.9265432
MFSD13A	ENSG00000138111.15	158.6472	0.02786957	0.21555246	0.857831	0.9265432
COL14A1	ENSG00000187955.14	26371.7	0.02859691	0.25058668	0.8579104	0.9265432
H2AC4	ENSG00000278463.2	32.22407	0.02793761	0.33239325	0.8578861	0.9265432
TBRG4	ENSG00000136270.15	689.8473	-0.02497172	0.16944229	0.8580958	0.9266932
FEM1A	ENSG00000141965.5	1089.737	0.02301963	0.14948978	0.8583035	0.9268672
ENSG00000302426	ENSG00000302426.1	19.22354	-0.02853282	0.26493379	0.8584158	0.9269381
HSPA9	ENSG00000113013.17	5947.998	-0.02548637	0.17661497	0.8585151	0.9269951
PPP2R1A	ENSG00000105568.20	3143.338	0.02528142	0.17435854	0.8586553	0.9270458
VGLL4	ENSG00000144560.16	3585.468	0.02321401	0.15183516	0.8586104	0.9270458
ZNF615	ENSG00000197619.16	709.7547	0.02483897	0.16963689	0.8589357	0.9272983
NTRK3	ENSG00000140538.18	2283.393	-0.02809777	0.30503555	0.8590089	0.9273269
ZNF542P	ENSG00000240225.11	92.00629	0.02814876	0.23455579	0.859098	0.9273304
LINC02887	ENSG00000280279.1	40.93468	0.02760585	0.3378044	0.8591053	0.9273304
PTPN4	ENSG00000088179.10	736.2616	0.02758435	0.21558928	0.8592765	0.9274649
ZFYVE27	ENSG00000155256.19	941.5355	-0.02401168	0.16125211	0.8593737	0.9274841
ST6GALNAC6	ENSG00000160408.17	2263.098	-0.02636235	0.19177774	0.8595228	0.9274841
TMEM42	ENSG00000169964.9	280.0677	-0.02335946	0.15477666	0.8595273	0.9274841
POP7	ENSG00000172336.6	235.6939	-0.02363696	0.15750839	0.8594769	0.9274841
CASP4	ENSG00000196954.14	1388.36	-0.0267963	0.19897294	0.8594369	0.9274841
SLC16A6	ENSG00000108932.14	68.74822	-0.02826726	0.25892563	0.8597063	0.9275766
NAP1L2	ENSG00000186462.10	255.0437	-0.02789876	0.30993211	0.8596888	0.9275766
ENSG00000304745	ENSG00000304745.1	168.8986	-0.02798347	0.29886985	0.8599306	0.9277683
HDAC1	ENSG00000116478.14	1388.817	-0.02276443	0.14969884	0.8599909	0.9277831
ZNF876P	ENSG00000290382.2	64.7642	-0.02787075	0.3062652	0.8600562	0.9278032
DYRK2	ENSG00000127334.12	1180.863	0.02552704	0.18138818	0.860257	0.9279695
ENSG00000291126	ENSG00000291126.2	76.91744	0.02802664	0.25078244	0.8607154	0.9284137
GTF3A	ENSG00000122034.17	1876.863	0.02495786	0.17514551	0.8607897	0.9284435
ZPR1	ENSG00000109917.12	1092.246	-0.02458168	0.17066027	0.8608632	0.9284725
PARP1	ENSG00000143799.15	3523.386	0.0207336	0.13295551	0.8610469	0.9285699
ENSG00000261659	ENSG00000261659.2	54.54374	0.02797087	0.25130366	0.8610061	0.9285699
FDXR	ENSG00000161513.13	441.0458	0.02722979	0.21624832	0.8611857	0.9286693
PAQR4	ENSG00000162073.15	509.028	0.0278538	0.24410894	0.8612688	0.9287086
NUBPL	ENSG00000151413.18	448.4961	0.02263575	0.15057961	0.8613256	0.9287195
NPEPPS	ENSG00000141279.19	3825.799	0.02083417	0.13433871	0.8614557	0.9287618
LINC00924	ENSG00000259134.8	403.5226	-0.02791021	0.25915178	0.8614582	0.9287618
PCIF1	ENSG00000100982.13	863.7324	-0.02517127	0.18018787	0.8617142	0.9289841
SNRNP200	ENSG00000144028.16	5737.464	-0.01718496	0.10608431	0.8617578	0.9289841
SLC36A1	ENSG00000123643.15	828.1898	0.0225059	0.15064999	0.8621566	0.9291484
CCNJL	ENSG00000135083.18	170.3255	0.02772089	0.27645712	0.8621903	0.9291484
ENSG00000280106	ENSG00000280106.1	40.5348	-0.02779534	0.26048761	0.8620302	0.9291484
ENSG00000284776	ENSG00000284776.1	177.974	0.02596863	0.19340071	0.8621111	0.9291484
ENSG00000290318	ENSG00000290318.1	775.4139	0.02768085	0.24211347	0.862002	0.9291484
ENSG00000305511	ENSG00000305511.1	57.2375	0.02772039	0.277707	0.8621563	0.9291484
YWHAE	ENSG00000108953.18	11922.49	-0.02375771	0.16498458	0.862782	0.9292325
SEC24A	ENSG00000113615.14	2405.867	0.02669867	0.21045473	0.862746	0.9292325
NFYB	ENSG00000120837.9	1506.573	0.02485206	0.17801894	0.8625822	0.9292325
TSPAN8	ENSG00000127324.10	272.4189	0.0258288	0.3886471	0.8624405	0.9292325
ARK2C	ENSG00000141622.15	141.7263	0.02733574	0.30944037	0.8625085	0.9292325
THBS3	ENSG00000169231.14	1217.443	0.02641536	0.20359951	0.8626289	0.9292325
SGCD	ENSG00000170624.15	1336.334	0.02737216	0.30211235	0.8627658	0.9292325
CMC1	ENSG00000187118.15	306.8192	0.02154377	0.14246197	0.8627795	0.9292325
ENSG00000273314	ENSG00000273314.1	69.3866	0.02570504	0.18972857	0.8623229	0.9292325
SNHG33	ENSG00000291106.2	191.4177	0.02492211	0.17885147	0.8625373	0.9292325
ENSG00000293586	ENSG00000293586.2	22.71446	-0.02734596	0.30759393	0.8625717	0.9292325
SLC1A3-AS1	ENSG00000250155.4	101.4432	0.02756333	0.25162808	0.863017	0.9294352
RTL8B	ENSG00000212747.5	364.2272	-0.02510556	0.18277146	0.8630677	0.9294394
ENSG00000287935	ENSG00000287935.2	14.56235	-0.02744884	0.28699411	0.8631486	0.9294394
ENSG00000297134	ENSG00000297134.1	165.9124	-0.02744082	0.24173513	0.863161	0.9294394
GARRE1	ENSG00000166398.15	2030.319	0.02405546	0.16957812	0.8633133	0.9295531
PHF7	ENSG00000010318.23	153.8528	-0.02259079	0.15366169	0.8634567	0.9296572
ENSG00000286285	ENSG00000286285.2	15.80783	-0.02707573	0.31330327	0.8635533	0.9297109
DPY19L2	ENSG00000177990.13	288.3022	-0.02709313	0.31033893	0.863655	0.9297701
RANBP9	ENSG00000010017.14	1894.587	0.01924751	0.12387635	0.8637055	0.9297742
GBF1	ENSG00000107862.8	2718.422	-0.02025977	0.13263213	0.8639426	0.9299791
HERC2	ENSG00000128731.18	5063.473	0.02116131	0.14086972	0.8641048	0.9301034
B3GNTL1	ENSG00000175711.10	148.0793	-0.02388429	0.16937099	0.8641804	0.9301344
DEPDC1	ENSG00000024526.18	35.42238	0.02731657	0.25921176	0.8643697	0.9301416
PTPN23	ENSG00000076201.17	1553.19	0.02516729	0.18746953	0.8644207	0.9301416
DNAJC2	ENSG00000105821.16	641.3612	-0.02255342	0.15479557	0.8643375	0.9301416
SFPQ	ENSG00000116560.12	9217.822	-0.01988448	0.12998962	0.8643885	0.9301416
LINC01772	ENSG00000226029.1	49.8244	-0.02730789	0.25143519	0.8642658	0.9301416
PCDHB19P	ENSG00000262096.3	20.84379	0.02627097	0.35310718	0.8644747	0.9301494
ILRUN	ENSG00000196821.11	2882.323	-0.02016367	0.13262002	0.8645725	0.9302043
RBM17	ENSG00000134453.17	2152.387	-0.01869268	0.12058692	0.8647495	0.9303444
HOXC4	ENSG00000198353.8	366.3783	-0.0270737	0.29052037	0.8648382	0.9303896
RTL8A	ENSG00000203950.7	622.3161	0.02676657	0.22605755	0.8650162	0.9305307
HAMP	ENSG00000105697.10	373.6194	-0.02674515	0.31245705	0.8652486	0.9306422
